"No","Time","Source","Destination","Protocol","Length","Info","cat",""
"1255","45,360,101","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1256","45,360,120","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1257","45,362,605","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","http(80) → 49276 [ACK] Seq=1 Ack=42 Win=65536 Len=0 TSval=2846871075 TSecr=3189146229","Normal",""
"1258","45,369,501","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=16913 Ack=42 Win=65536 Len=1208 TSval=1213104155 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1259","45,369,503","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=18121 Ack=42 Win=65536 Len=1208 TSval=1213104155 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1260","45,369,611","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1261","45,369,673","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1262","45,379,070","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=19329 Ack=42 Win=65536 Len=1208 TSval=1213104164 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1263","45,379,072","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=20537 Ack=42 Win=65536 Len=1208 TSval=1213104164 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1264","45,379,165","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1265","45,379,216","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1266","45,388,631","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=21745 Ack=42 Win=65536 Len=1208 TSval=1213104174 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1267","45,388,633","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=22953 Ack=42 Win=65536 Len=1208 TSval=1213104174 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1268","45,388,733","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1269","45,388,790","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1270","45,398,098","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=24161 Ack=42 Win=65536 Len=1208 TSval=1213104183 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1271","45,398,100","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=25369 Ack=42 Win=65536 Len=1208 TSval=1213104183 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1272","45,398,214","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1273","45,398,282","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1274","45,407,746","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=26577 Ack=42 Win=65536 Len=1208 TSval=1213104193 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1275","45,407,748","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=27785 Ack=42 Win=65536 Len=1208 TSval=1213104193 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1276","45,407,811","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1277","45,407,857","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1278","45,417,664","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=1 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1279","45,417,666","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=1209 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1280","45,417,667","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=2417 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1281","45,417,668","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=3625 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1282","45,417,669","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=4833 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1283","45,417,670","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=6041 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1284","45,417,671","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=7249 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1285","45,417,672","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=8457 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1286","45,417,673","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=9665 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1287","45,417,674","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=10873 Ack=42 Win=65536 Len=1208 TSval=2846871129 TSecr=3189146229 [TCP segment of a reassembled PDU]","Normal",""
"1288","45,417,675","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=28993 Ack=42 Win=65536 Len=1208 TSval=1213104202 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1289","45,417,676","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=30201 Ack=42 Win=65536 Len=1208 TSval=1213104202 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1290","45,417,808","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","49276 → http(80) [ACK] Seq=42 Ack=12081 Win=118976 Len=0 TSval=3189146421 TSecr=2846871129","Normal",""
"1291","45,417,875","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1292","45,417,908","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","[TCP Window Update] 49276 → http(80) [ACK] Seq=42 Ack=12081 Win=131072 Len=0 TSval=3189146421 TSecr=2846871129","Normal",""
"1293","45,417,909","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1294","45,426,581","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=31409 Ack=42 Win=65536 Len=1208 TSval=1213104212 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1295","45,426,582","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=32617 Ack=42 Win=65536 Len=1208 TSval=1213104212 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1296","45,426,639","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1297","45,426,668","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1298","45,436,130","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [ACK] Seq=33825 Ack=42 Win=65536 Len=1208 TSval=1213104221 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1299","45,436,132","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49275 [PSH, ACK] Seq=35033 Ack=42 Win=65536 Len=1208 TSval=1213104221 TSecr=386006458 [TCP segment of a reassembled PDU]","Normal",""
"1300","45,436,264","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1301","45,436,324","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1302","45,440,326","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49258 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3277399715 TSecr=0 SACK_PERM","Anomaly",""
"1303","45,456,388","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","http(80) → 49275 [ACK] Seq=36241 Ack=43 Win=65536 Len=0 TSval=1213104242 TSecr=386006559","Normal",""
"1304","45,456,530","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49275 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"1305","45,519,149","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","49276 → http(80) [FIN, ACK] Seq=42 Ack=12081 Win=131072 Len=0 TSval=3189146523 TSecr=2846871129","Normal",""
"1306","45,525,673","192.168.100.15","192.168.100.1","DNS","132","Standard query 0xbd2e PTR 5.6.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.0.c.0.2.0.0.4.0.b.8.f.7.0.6.2.ip6.arpa","Normal",""
"1307","45,553,801","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=12081 Ack=42 Win=65536 Len=1208 TSval=2846871266 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1308","45,553,802","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=13289 Ack=42 Win=65536 Len=1208 TSval=2846871266 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1309","45,553,930","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1310","45,558,493","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=14497 Ack=42 Win=65536 Len=1208 TSval=2846871271 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1311","45,558,495","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=15705 Ack=42 Win=65536 Len=1208 TSval=2846871271 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1312","45,558,543","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1313","45,558,576","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1314","45,568,050","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=16913 Ack=42 Win=65536 Len=1208 TSval=2846871280 TSecr=3189146421 [TCP segment of a reassembled PDU]","Anomaly",""
"1315","45,568,052","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=18121 Ack=42 Win=65536 Len=1208 TSval=2846871280 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1316","45,568,150","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1317","45,568,209","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1318","45,577,294","192.168.100.1","192.168.100.15","DNS","190","Standard query response 0xbd2e PTR 5.6.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.0.c.0.2.0.0.4.0.b.8.f.7.0.6.2.ip6.arpa PTR yw-in-x65.1e100.net PTR yw-in-f101.1e100.net","Normal",""
"1319","45,577,295","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=19329 Ack=42 Win=65536 Len=1208 TSval=2846871290 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1320","45,577,296","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=20537 Ack=42 Win=65536 Len=1208 TSval=2846871290 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1321","45,577,419","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1322","45,577,477","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1323","45,587,065","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=21745 Ack=42 Win=65536 Len=1208 TSval=2846871299 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1324","45,587,071","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=22953 Ack=42 Win=65536 Len=1208 TSval=2846871299 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1325","45,587,199","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1326","45,587,278","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1327","45,596,632","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=24161 Ack=42 Win=65536 Len=1208 TSval=2846871309 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1328","45,596,633","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=25369 Ack=42 Win=65536 Len=1208 TSval=2846871309 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1329","45,596,728","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1330","45,596,786","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1331","45,606,084","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=26577 Ack=42 Win=65536 Len=1208 TSval=2846871318 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1332","45,606,086","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=27785 Ack=42 Win=65536 Len=1208 TSval=2846871318 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1333","45,606,154","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1334","45,606,178","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1335","45,615,519","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=28993 Ack=42 Win=65536 Len=1208 TSval=2846871328 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1336","45,615,521","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=30201 Ack=42 Win=65536 Len=1208 TSval=2846871328 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1337","45,615,598","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1338","45,615,627","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1339","45,625,065","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=31409 Ack=42 Win=65536 Len=1208 TSval=2846871337 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1340","45,625,066","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=32617 Ack=42 Win=65536 Len=1208 TSval=2846871337 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1341","45,625,128","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1342","45,625,181","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1343","45,634,595","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [ACK] Seq=33825 Ack=42 Win=65536 Len=1208 TSval=2846871347 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1344","45,634,597","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49276 [PSH, ACK] Seq=35033 Ack=42 Win=65536 Len=1208 TSval=2846871347 TSecr=3189146421 [TCP segment of a reassembled PDU]","Normal",""
"1345","45,634,724","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1346","45,634,788","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"1347","45,655,147","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","http(80) → 49276 [ACK] Seq=36241 Ack=43 Win=65536 Len=0 TSval=2846871368 TSecr=3189146523","Normal",""
"1348","45,655,292","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49276 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"1349","45,684,117","fe80::1096:6b69:2011:76a8","fe80::101","DNS","91","Standard query 0xcccf A example.com","Normal",""
"1350","45,684,203","fe80::1096:6b69:2011:76a8","fe80::101","DNS","91","Standard query 0x72bc AAAA example.com","Normal",""
"1351","45,703,524","fe80::101","fe80::1096:6b69:2011:76a8","DNS","107","Standard query response 0xcccf A example.com A 93.184.216.34","Normal",""
"1352","45,706,244","fe80::101","fe80::1096:6b69:2011:76a8","DNS","119","Standard query response 0x72bc AAAA example.com AAAA 2606:2800:220:1:248:1893:25c8:1946","Normal",""
"1353","45,706,931","192.168.100.15","example.com","TCP","78","49277 → https(443) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=774689038 TSecr=0 SACK_PERM","Normal",""
"1354","45,827,837","example.com","192.168.100.15","TCP","74","https(443) → 49277 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=1484701424 TSecr=774689038 WS=512","Normal",""
"1355","45,828,053","192.168.100.15","example.com","TCP","66","49277 → https(443) [ACK] Seq=1 Ack=1 Win=131584 Len=0 TSval=774689160 TSecr=1484701424","Normal",""
"1356","45,828,987","192.168.100.15","example.com","TLSv1.2","235","Client Hello (SNI=example.com)","Normal",""
"1357","45,851,735","192.168.100.15","example.com","TCP","78","49278 → https(443) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4281460246 TSecr=0 SACK_PERM","Normal",""
"1358","45,854,212","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","554","Application Data","Normal",""
"1359","45,854,448","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","557","Application Data","Normal",""
"1360","45,873,056","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=7449 Ack=10826 Win=1045 Len=0 TSval=584006733 TSecr=887191489","Normal",""
"1361","45,873,058","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=7449 Ack=11297 Win=1045 Len=0 TSval=584006733 TSecr=887191489","Normal",""
"1362","45,949,616","example.com","192.168.100.15","TCP","66","https(443) → 49277 [ACK] Seq=1 Ack=170 Win=67072 Len=0 TSval=1484701546 TSecr=774689161","Normal",""
"1363","45,949,619","example.com","192.168.100.15","TLSv1.2","1466","Server Hello","Normal",""
"1364","45,949,620","example.com","192.168.100.15","TCP","1466","https(443) → 49277 [PSH, ACK] Seq=1401 Ack=170 Win=67072 Len=1400 TSval=1484701547 TSecr=774689161 [TCP segment of a reassembled PDU]","Normal",""
"1365","45,949,622","example.com","192.168.100.15","TLSv1.2","1305","Certificate, Certificate Status, Server Key Exchange, Server Hello Done","Normal",""
"1366","45,949,853","192.168.100.15","example.com","TCP","66","49277 → https(443) [ACK] Seq=170 Ack=4040 Win=127552 Len=0 TSval=774689281 TSecr=1484701547","Normal",""
"1367","45,950,031","192.168.100.15","example.com","TCP","66","[TCP Window Update] 49277 → https(443) [ACK] Seq=170 Ack=4040 Win=131072 Len=0 TSval=774689281 TSecr=1484701547","Normal",""
"1368","45,954,400","192.168.100.15","example.com","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","Normal",""
"1369","45,966,184","example.com","192.168.100.15","TCP","74","https(443) → 49278 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3720593698 TSecr=4281460246 WS=512","Normal",""
"1370","45,966,279","192.168.100.15","example.com","TCP","66","49278 → https(443) [ACK] Seq=1 Ack=1 Win=131584 Len=0 TSval=4281460362 TSecr=3720593698","Normal",""
"1371","45,967,150","192.168.100.15","example.com","TLSv1.2","235","Client Hello (SNI=example.com)","Normal",""
"1372","45,968,408","fe80::82e1:bfff:fe48:6e18","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","ICMPv6","86","Neighbor Solicitation for 2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f from 80:e1:bf:48:6e:18","Normal",""
"1373","45,968,552","fe80::1096:6b69:2011:76a8","fe80::82e1:bfff:fe48:6e18","ICMPv6","78","Neighbor Advertisement 2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f (sol)","Normal",""
